Index,Review,Result,Aspect,Opinion,FOOD#STYLE&OPTIONS,FOOD#QUALITY,AMBIENCE#GENERAL,RESTAURANT#GENERAL,SERVICE#GENERAL,FOOD#PRICES,RESTAURANT#PRICES,LOCATION#GENERAL,RESTAURANT#MISCELLANEOUS,DRINKS#STYLE&OPTIONS,DRINKS#PRICES,DRINKS#QUALITY
#43,tag tag nhon rẻ thịt thic cá rau_sống bún nc chấm gừng lá chanh_ớt,"[['FOOD#QUALITY', 'positive'], ['FOOD#PRICES', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive']]","['FOOD#QUALITY', 'FOOD#PRICES', 'FOOD#STYLE&OPTIONS']","['positive', 'positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#44,tag quên lối tag,"[['FOOD#QUALITY', 'positive']]",['FOOD#QUALITY'],['positive'],-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#45,tagtagtag cảm_ăn đỡ tag món vời,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#46,tagtag tag tag tết_nhất chỗ đông chỗ đông_nghẹt lẩu nước_dùng ngon hải_sản kèm giá giá,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'negative'], ['FOOD#PRICES', 'negative']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES']","['positive', 'negative', 'negative']",-1.0,1.0,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#47,tag tag tag ngon rẻ đứa xong lăn lẹ đi hổng nổi quán chuyên món đặc_trưng đất_nước xứ kim_chi cơm trộn hàn quốc thân_yêu lứa học_sinh sinh_viên bọn giá_cả mềm vị thượng_đế học_sinh sinh_viên quán list quán giới văn_phòng không_gian trẻ_trung thoáng mát hội gặp_mặt bạn_bè thực_đơn phong_phú giá_cả vừa_phải ngon ngon x,"[['FOOD#QUALITY', 'positive'], ['FOOD#PRICES', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['AMBIENCE#GENERAL', 'positive'], ['RESTAURANT#GENERAL', 'positive']]","['FOOD#QUALITY', 'FOOD#PRICES', 'FOOD#STYLE&OPTIONS', 'AMBIENCE#GENERAL', 'RESTAURANT#GENERAL']","['positive', 'positive', 'positive', 'positive', 'positive']",1.0,1.0,1.0,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#48,tag tag móng cảm_giác lạ lắm chủ quán nồi lẩu hơi nồi lẩu toàn lá quế ớt thịt gà o thịt gà lẩu thịt gà đá dai nhai nhai mãi đứt í bù nước_lèo ngon chua chua_cay cay kiểu lẩu thái í trông nồi lẩu ớt ớt cay lắm hơi lạ lẩu lá quế chả rau_cỏ chấm món đi mò quán kiếm món lạ_gê,"[['FOOD#QUALITY', 'neutral'], ['FOOD#STYLE&OPTIONS', 'neutral']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['neutral', 'neutral']",0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#49,tag tag ăn_ở ăn_ta ngon siêu no p miếng thịt bò siêu bự nè nui xào hơi giòn một_tí lắm tặng cộng món rau rau tí giá hơi quán bò siêu y,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#PRICES', 'neutral']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES']","['positive', 'positive', 'neutral']",1.0,1.0,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#50,tag tag sườn heo non thịt dai bù tẩm ướp gia_vị kĩ_lưỡng vị cay cay the the gia_vị sả ướp sả gê hôm trời mưa đi nhậu món ngon trời p,"[['FOOD#QUALITY', 'positive']]",['FOOD#QUALITY'],['positive'],-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#51,tag tag trời mưa lạnh hôm_nay đồ nướng cay cay giới_thiệu món cánh_gà nướng sốt_siêu cay blazing siêu cay cay chảy nước_mắt cánh_gà tẩm ướp mặn mặn kèm sốt ớt cay sate ớt tươi cay xé họng thực_khách p cay_vậy món ngon miễn chê nha thịt cánh_gà mềm mềm hơi mỡ tẹo cánh_gà nướng thịt gà mềm khô nha ướp sốt ớt sate lạ miếng hơi cay cay the the độ cay dần kích_thích lắm nha sốt_ăn kèm cay dần bq fish sauce gabay satay bufalo blazing khẩu_vị thực_khách,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#52,tag tag bạch tuột nướng siêu tươi d,"[['FOOD#QUALITY', 'positive']]",['FOOD#QUALITY'],['positive'],-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#53,tag ngon mê_ly d,"[['FOOD#QUALITY', 'positive']]",['FOOD#QUALITY'],['positive'],-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#54,tag cơm sườn chả giá cơm cơm trá_hình_như chỗ mỡ hành hơi thịt sườn dày chả mềm trứng muối ngon bở mặn chỗ nước_mắm ok đồ xào kèm nấu qua_loa uổng giá góp_ý khó_tính cơm khô mỡ hành thơm sườn nóng ướp nồng chả ngon mặt chả mịn hấp_dẫn trà tắc fre uống t cn fre trà đábonus fre cơm bì bì thịt nạc mỡ nha món thịt cá đậu hủ hấp_dẫn lèo_tèo quá_lửa mấy chỗ cơm_hộp giágiá quán đông không_gian thoáng phục_vụ châm_chước đồ ăn_không nóng mong_đợi,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'neutral'], ['FOOD#PRICES', 'positive'], ['DRINKS#PRICES', 'positive'], ['DRINKS#QUALITY', 'positive'], ['DRINKS#STYLE&OPTIONS', 'positive'], ['AMBIENCE#GENERAL', 'positive'], ['SERVICE#GENERAL', 'positive']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES', 'DRINKS#PRICES', 'DRINKS#QUALITY', 'DRINKS#STYLE&OPTIONS', 'AMBIENCE#GENERAL', 'SERVICE#GENERAL']","['positive', 'neutral', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']",0.5,1.0,1.0,-0.5,1.0,1.0,-0.5,-0.5,-0.5,1.0,1.0,1.0
#55,tag quán thân_thuộc fans nhạc thần_tượng hq su u bigbang blah blah giá bình_thường đồ ngon quán cao_độ ngon món tokb ok gọi mì ramen mì remen hen mì ramen no nè_p,"[['RESTAURANT#GENERAL', 'positive'], ['RESTAURANT#PRICES', 'positive'], ['FOOD#QUALITY', 'positive'], ['FOOD#PRICES', 'positive']]","['RESTAURANT#GENERAL', 'RESTAURANT#PRICES', 'FOOD#QUALITY', 'FOOD#PRICES']","['positive', 'positive', 'positive', 'positive']",-0.5,1.0,-0.5,1.0,-0.5,1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5
#56,tag tag mắc cười đám đi ốc quán lạ ngu giá lưng bụng kêu tiền sợ đắt ai_ngờ có_giá dĩa siêu_đao,"[['FOOD#QUALITY', 'positive'], ['FOOD#PRICES', 'positive']]","['FOOD#QUALITY', 'FOOD#PRICES']","['positive', 'positive']",-0.5,1.0,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#57,tag tag xiên nướng đồng giá k hoy đa_dạng lớm mề_gà nướng chân gà nướng bò cuộn phô ma_bạch tuột mực cá kèo cá trứng v_v lẩu bạch tuột ướp cay cay đậm_đà giòn tươi mề_gà ướp đậm lớm giá_cả túi_tiền đồ ăn_không ok dòy,"[['FOOD#PRICES', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'positive']]","['FOOD#PRICES', 'FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['positive', 'positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#58,tag cơm xiên nướng thú_vị ghê,"[['FOOD#QUALITY', 'positive']]",['FOOD#QUALITY'],['positive'],-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#59,tag ăn_ở trăm review mừng ti ti đỡ tốn công đi steak gấu đông chỗ chờ_đợi chen_lấn xếp hàng khỏe_re,"[['LOCATION#GENERAL', 'positive'], ['RESTAURANT#MISCELLANEOUS', 'negative'], ['RESTAURANT#GENERAL', 'positive']]","['LOCATION#GENERAL', 'RESTAURANT#MISCELLANEOUS', 'RESTAURANT#GENERAL']","['positive', 'negative', 'positive']",-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,1.0,-1.0,-0.5,-0.5,-0.5
#60,tag bắp bò thái to gân đồ_sộ cuộn rau_sống chấm mắm_nêm ngon_lành thịt bò mềm dai gân bò giòn giòn chấm mắm_nêm truyền_thống,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'positive']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#61,tag bò lá_lốt hấp_dẫn ổn quán sạch_sẽ,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#PRICES', 'positive'], ['AMBIENCE#GENERAL', 'negative'], ['RESTAURANT#MISCELLANEOUS', 'positive']]","['FOOD#STYLE&OPTIONS', 'FOOD#PRICES', 'AMBIENCE#GENERAL', 'RESTAURANT#MISCELLANEOUS']","['positive', 'positive', 'negative', 'positive']",1.0,-0.5,-1.0,-0.5,-0.5,1.0,-0.5,-0.5,1.0,-0.5,-0.5,-0.5
#62,tag cơm hến tuyệt hến đống to béo thịt tóp_mỡ giày cộm đậu_phộng rang v_v ngon chổ trộng hến nguyên_liệu cơm đậm_đà thơm mùi hến hơi cay cay kiểu ớt cực chén hến nóng_hổi vị thịt hến kiểu mì_chính hơi đắt ngon,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#PRICES', 'negative']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES']","['positive', 'positive', 'negative']",1.0,1.0,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#63,tag mực to lắm cắn phát lắm tag,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'positive']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#64,tag ướp đậm_đà nhìu xương zui d,"[['FOOD#QUALITY', 'positive']]",['FOOD#QUALITY'],['positive'],-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#65,tag ăn_ở xong no vật_vã sườn ướp vừa_miệng to tag,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'positive']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#66,tag món chủ_đạo quán món phở kết_hợp công_thức mì udon truyền_thống nhật ra_đời nhìu,"[['FOOD#STYLE&OPTIONS', 'positive']]",['FOOD#STYLE&OPTIONS'],['positive'],1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#67,tag nhiêu giá đi bạn_bè người_yêu share tiền hị hị,"[['FOOD#PRICES', 'positive']]",['FOOD#PRICES'],['positive'],-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#68,tag kết_hợp bánh oreo béo ngậy đậu_phộng giòn giòn bùi bùi_miễn chê,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'positive']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#69,tag sườn to xá trà tắc miễn_phí phòng máy_lạnh trung_tâm giá giá nha,"[['FOOD#STYLE&OPTIONS', 'positive'], ['DRINKS#PRICES', 'positive'], ['AMBIENCE#GENERAL', 'positive'], ['LOCATION#GENERAL', 'positive'], ['FOOD#PRICES', 'positive']]","['FOOD#STYLE&OPTIONS', 'DRINKS#PRICES', 'AMBIENCE#GENERAL', 'LOCATION#GENERAL', 'FOOD#PRICES']","['positive', 'positive', 'positive', 'positive', 'positive']",1.0,-0.5,1.0,-0.5,-0.5,1.0,-0.5,1.0,-0.5,-0.5,1.0,-0.5
#70,tag thịt xiên nướng đồng giá k ăn_không quán siêu mát_mẻ,"[['FOOD#PRICES', 'positive'], ['FOOD#STYLE&OPTIONS', 'neutral'], ['AMBIENCE#GENERAL', 'positive']]","['FOOD#PRICES', 'FOOD#STYLE&OPTIONS', 'AMBIENCE#GENERAL']","['positive', 'neutral', 'positive']",0.5,-0.5,1.0,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#71,tag thơm_lừng đánh_thức giác_quan,"[['FOOD#QUALITY', 'positive']]",['FOOD#QUALITY'],['positive'],-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#72,tag khô cọng hủ_tiếu khô thịt bằm_nêm nếm tô phở khô sẵn miệng_ăn nước_dùng tái_bò viên đậm_đà kém hẳn bữa ngon_lành,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'positive']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#73,tag mê bánh_cuốn nóng trứng hấp_ntn giá nha_tag,"[['FOOD#QUALITY', 'positive'], ['RESTAURANT#PRICES', 'positive']]","['FOOD#QUALITY', 'RESTAURANT#PRICES']","['positive', 'positive']",-0.5,1.0,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5
#74,tag lắm món udon udon mặn cay,"[['FOOD#QUALITY', 'positive']]",['FOOD#QUALITY'],['positive'],-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#75,tag hơi bé quán bình_thường cx ổn,"[['AMBIENCE#GENERAL', 'negative'], ['FOOD#QUALITY', 'neutral']]","['AMBIENCE#GENERAL', 'FOOD#QUALITY']","['negative', 'neutral']",-0.5,0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#76,tag bánh trung_thu rau_câu combo bánh fomai giá combo bánh_trái_cây giá combo bánh flan giá yêu vị bánh nha sô la trà xanh café khoai_môn lá dứa chanh dây dâu_tây vải dưa lưới hộp hộp bánh hộp bánh star độ tươi bánh cửa_hàng bánh đơn đặt_hàng mua bánh vui_lòng bánh tiếng nhân fomai trái_cây h nhân flan cửa_hàng dịch_vụ giao hàng tp gửi xe tỉnh lân_cận có_giá ưu_đãi đơn hàng số_lượng chi_tiết liên_hệ website zalo imes v nhắn_tin er,"[['FOOD#STYLE&OPTIONS', 'positive'], ['SERVICE#GENERAL', 'positive']]","['FOOD#STYLE&OPTIONS', 'SERVICE#GENERAL']","['positive', 'positive']",1.0,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#77,• bún_bò huế bữa chất_lượng •_tô thập_cẩm giá cực_kì chất_lượng nước_lèo thoảng mùi mắm chất huế cay dzặn nước_lèo cay lắm ăn_toát mồ_hôi mãn_nguyện nạm mềm ngon chả tôm homemade cực chất thích_hợp dzắt gia_đình đi chủ_nhật • quán gia_đình nằm rừng chuỗi quán hiện_đại xung_quanh tồn_tại h quán pv cay hơi kgian nóng • ng đi giá bữa no_nê,"[['FOOD#PRICES', 'neutral'], ['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['AMBIENCE#GENERAL', 'negative'], ['RESTAURANT#GENERAL', 'positive'], ['SERVICE#GENERAL', 'positive']]","['FOOD#PRICES', 'FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'AMBIENCE#GENERAL', 'RESTAURANT#GENERAL', 'SERVICE#GENERAL']","['neutral', 'positive', 'positive', 'negative', 'positive', 'positive']",1.0,1.0,-1.0,1.0,1.0,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#78,• cơm ngon • gà bự giòn • giá bình_dân,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['RESTAURANT#PRICES', 'positive']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'RESTAURANT#PRICES']","['positive', 'positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5
#79,• gà nướng tư • bạn_bè giới_thiệu quán ni ngon nam sg ráng lết đông sg • gà nướng giá quyền đặt_hàng kêu ban_đầu hình_như hổng quán đông cực_kì gà nóng sơ_sơ nguội lắm thịt gà mềm vị ướp hổng gà ta gà_ta giá kèm bánh_mì sốt_chấm quán sốt chấm ngon phàn_nàn thiệc tình hổng ò ó o gà bự nướng vị hơi chán tụ_tập giá rẻ • phục_vụ tận_tình xe_cộ xe miễn_phí khăn lạnh trà_đá xiền đb gà tiền siêu maybe wil come back • ng đi trà đá khăn kiểu giá,"[['LOCATION#GENERAL', 'negative'], ['FOOD#PRICES', 'neutral'], ['FOOD#STYLE&OPTIONS', 'negative'], ['SERVICE#GENERAL', 'neutral'], ['FOOD#QUALITY', 'neutral'], ['RESTAURANT#PRICES', 'positive'], ['RESTAURANT#GENERAL', 'positive'], ['RESTAURANT#MISCELLANEOUS', 'positive']]","['LOCATION#GENERAL', 'FOOD#PRICES', 'FOOD#STYLE&OPTIONS', 'SERVICE#GENERAL', 'FOOD#QUALITY', 'RESTAURANT#PRICES', 'RESTAURANT#GENERAL', 'RESTAURANT#MISCELLANEOUS']","['negative', 'neutral', 'negative', 'neutral', 'neutral', 'positive', 'positive', 'positive']",-1.0,0.5,-0.5,1.0,0.5,0.5,1.0,-1.0,1.0,-0.5,-0.5,-0.5
#80,• texas chicken • định gà sốt tomyum quán báo v sẵn tiện thử vị thảo_mộc_tỏi quán quán ngon • combo miếng giá gà giòn bánh qui bơ khoai_tây chiên li refil tự_do gọi gà rời giá miếng dzị ng ok gọi combo • gà ngon da_gà giòn giòn thảo_mộc tỏi vị hạt nêm mì giốg vị snack gia_vị v gà giòn tomyum bánh_mì cực thơm bơ oke tóm thử ổn tgian trung_thành popeyes • phục_vụ nhanh_nhẹn nhiệt_tình phàn_nàn ng giá xiền gà,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'positive'], ['RESTAURANT#GENERAL', 'positive'], ['SERVICE#GENERAL', 'positive'], ['FOOD#PRICES', 'neutral']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'RESTAURANT#GENERAL', 'SERVICE#GENERAL', 'FOOD#PRICES']","['positive', 'positive', 'positive', 'positive', 'neutral']",1.0,1.0,-0.5,1.0,1.0,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#81,• vời • ghé ng rỗng túi hủ_tiếu mì ngon đậm_đà mà_ăn no_nê signature hủ_tiếu hồ gọi mì menu quán phong_phú lắm cơm lẩu món đậu hủ tráng_miệng tofu bánh flan phong_cách nước_lèo nhạt kiểu hầm xương nhạt kiểu lạt_lẽo húp tô thịt gà_nòi cố nhai mỏi hàm nguyên đùi thịt lắm mùi kì dầu ưng món • quán pv dễ_thương nhanh_nhẹn xe miễn_phí khăn lạnh k_• ng đi tráng_miệng giá ok,"[['RESTAURANT#GENERAL', 'positive'], ['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['AMBIENCE#GENERAL', 'negative'], ['SERVICE#GENERAL', 'positive'], ['RESTAURANT#MISCELLANEOUS', 'positive'], ['RESTAURANT#PRICES', 'positive']]","['RESTAURANT#GENERAL', 'FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'AMBIENCE#GENERAL', 'SERVICE#GENERAL', 'RESTAURANT#MISCELLANEOUS', 'RESTAURANT#PRICES']","['positive', 'positive', 'positive', 'negative', 'positive', 'positive', 'positive']",1.0,1.0,-1.0,1.0,1.0,-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5
#82,bánh_canh cua ngon rẻ • bánh_canh cua gia_truyền giá tô giá hợp túi_tiền quán bình dzân lề_đường đầy_đủ toping nước_lèo hơi nhạt một_tí mùi có_lẽ nh quen tụi nhất_trí quán oke • bánh_canh vẻ nước_lèo trứng mây súp cua áh quẩy_k mía k căng bụng • quán vỉa_hè phục_vụ nhanh_nhẹn chỗ xe dzưới lề_đường hên xui dzễ chỗ lắm đối_diện trường cao_đẳng kinh_tế • đi giá,"[['FOOD#QUALITY', 'positive'], ['FOOD#PRICES', 'positive'], ['AMBIENCE#GENERAL', 'neutral'], ['RESTAURANT#GENERAL', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['DRINKS#PRICES', 'neutral'], ['SERVICE#GENERAL', 'positive'], ['RESTAURANT#MISCELLANEOUS', 'negative']]","['FOOD#QUALITY', 'FOOD#PRICES', 'AMBIENCE#GENERAL', 'RESTAURANT#GENERAL', 'FOOD#STYLE&OPTIONS', 'DRINKS#PRICES', 'SERVICE#GENERAL', 'RESTAURANT#MISCELLANEOUS']","['positive', 'positive', 'neutral', 'positive', 'positive', 'neutral', 'positive', 'negative']",1.0,1.0,0.5,1.0,1.0,1.0,-0.5,-0.5,-1.0,-0.5,0.5,-0.5
#83,bánh_xèo hợp túi xiền • bánh_xèo giá vị bò tôm mực • tôm bò ngon mực bình_thường tươi bánh giòn lắm nước_mắm ngon đậu_tương thơm mùi sả vô nước_mắm ngon hẳn bánh_tráng k yêu ng_ăn ngon hơi no ngán v • nv phục_vụ nhiệt_tình quán đông món thèm bánh_xèo ưng_ý mong chiên giòn xíu • ng đi giá,"[['FOOD#PRICES', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'neutral'], ['SERVICE#GENERAL', 'positive']]","['FOOD#PRICES', 'FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'SERVICE#GENERAL']","['positive', 'positive', 'neutral', 'positive']",1.0,0.5,-0.5,-0.5,1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#84,gà nướng võ_nướng thấm sốt ngon cực_kì • gà nướng giá khối_lượng cố_định quán đặt_hàng xong nướng hơi bù gà cực ngon thịt mềm bở gà công_nghiệp ướp chấm sốt đi kèm • đợt gà nướng triển lẩu giá,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'neutral'], ['FOOD#PRICES', 'neutral']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES']","['positive', 'neutral', 'neutral']",0.5,1.0,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#85,tô chất_lượng bữa truyền_thống vời • phở hoà_c pasteur • tô_nạm gầu mềm giá cực chất no căng chất_lượng dzùng oke ri tô phở ngon quán đông pv_hơi phở món tráng_miệng lắm bánh flan pateso xe hình_như k_• ng giá,"[['FOOD#QUALITY', 'positive'], ['LOCATION#GENERAL', 'neutral'], ['SERVICE#GENERAL', 'negative'], ['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#PRICES', 'neutral']]","['FOOD#QUALITY', 'LOCATION#GENERAL', 'SERVICE#GENERAL', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES']","['positive', 'neutral', 'negative', 'positive', 'neutral']",1.0,1.0,-0.5,-0.5,-1.0,0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5
#86,thông báonew menudo nhập lương_thực thực_phẩm chút biến độngnên bánh_mì chảo chút_ít giá áp_dụng menu tết dương_lịch mong quý thực_khách chấp_nhận ủng_hộ quánvới tiêu_chí chất_lượng món ưu_tiên hàng_đầu quán sạch vệ_sinh an_toàn thực_phẩm phục_vụ giá_cả hợp lýquán quý thực_khách chấp_nhận ủng_hộ suốt cám_ơn al cũ đi đếnchúc may_mắn hạnh_phúc thành_công lĩnh_vực xuân hẳn mấy xuân phúc_lộc cung chúc tân_niên vạn an_khang vạn lành,"[['FOOD#PRICES', 'neutral'], ['FOOD#QUALITY', 'positive'], ['RESTAURANT#MISCELLANEOUS', 'positive'], ['SERVICE#GENERAL', 'positive'], ['RESTAURANT#PRICES', 'positive']]","['FOOD#PRICES', 'FOOD#QUALITY', 'RESTAURANT#MISCELLANEOUS', 'SERVICE#GENERAL', 'RESTAURANT#PRICES']","['neutral', 'positive', 'positive', 'positive', 'positive']",-0.5,1.0,-0.5,-0.5,1.0,0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5
#87,nem nướng nha trang món siêu ngon bình_thường nem nướng bún bún no bún cá siêu ngon sứa chả cá cá vị hải_sản tươi ngon nè bánh_hỏi ngon,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#88,bún_bò đầy_ắp tràn tô tô đầy_đủ thịt chả bún cực_kì quán màu màu hoá_chất nha_màu bún rau củ nè bún màu ngoại_trừ màu trắng truyền_thống bún tím bắp_cải tím sợi bún vàng màu bí_đỏ xanh cải bó xôi cam màu gấc tô giá nha,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'positive'], ['FOOD#PRICES', 'positive']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'FOOD#PRICES']","['positive', 'positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
