Index,Review,Result,Aspect,Opinion,HOTEL#DESIGN&FEATURES,HOTEL#GENERAL,LOCATION#GENERAL,SERVICE#GENERAL,HOTEL#COMFORT,HOTEL#CLEANLINESS,FACILITIES#GENERAL,ROOMS#CLEANLINESS,ROOM_AMENITIES#COMFORT,ROOMS#COMFORT,FACILITIES#PRICES,ROOM_AMENITIES#GENERAL,DRINKS#STYLE&OPTIONS,ROOMS#PRICES,ROOMS#DESIGN&FEATURES,ROOMS#GENERAL,HOTEL#QUALITY,ROOMS#QUALITY,DRINKS#QUALITY,HOTEL#PRICES,FACILITIES#DESIGN&FEATURES,FACILITIES#QUALITY,ROOM_AMENITIES#QUALITY,ROOM_AMENITIES#CLEANLINESS,ROOM_AMENITIES#DESIGN&FEATURES,HOTEL#MISCELLANEOUS,DRINKS#PRICES,FACILITIES#COMFORT,DRINKS#MISCELLANEOUS,FACILITIES#CLEANLINESS,FACILITIES#MISCELLANEOUS,ROOMS#MISCELLANEOUS,ROOM_AMENITIES#MISCELLANEOUS
#32,giá rẻ miễn_phí wifi bufet wifi video nhạc vô_tư phòng sàn hơi nhám chân chăn bẩn mặc áo ngứa,"[['HOTEL#PRICES', 'positive'], ['FACILITIES#QUALITY', 'positive'], ['ROOMS#GENERAL', 'neutral'], ['ROOMS#CLEANLINESS', 'negative'], ['ROOM_AMENITIES#CLEANLINESS', 'negative']]","['HOTEL#PRICES', 'FACILITIES#QUALITY', 'ROOMS#GENERAL', 'ROOMS#CLEANLINESS', 'ROOM_AMENITIES#CLEANLINESS']","['positive', 'positive', 'neutral', 'negative', 'negative']",-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,1.0,-0.5,1.0,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#33,trung_tâm lắm bờ biển chắn hàng_rào dự_án biển phòng rộng_rãi sạch_sẽ giá phòng mềm hải_sản đg nguyễn_tất thành khu đấy biển chuyên du_lịch hải_sản rẻ ngon bờ sông hàn khu_vực quanh đg trần_hưng đạo,"[['LOCATION#GENERAL', 'negative'], ['ROOMS#DESIGN&FEATURES', 'positive'], ['ROOMS#CLEANLINESS', 'positive'], ['ROOMS#PRICES', 'positive']]","['LOCATION#GENERAL', 'ROOMS#DESIGN&FEATURES', 'ROOMS#CLEANLINESS', 'ROOMS#PRICES']","['negative', 'positive', 'positive', 'positive']",-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#34,gia đinh nghỉ dịp lễ pháo_hoa đà_nẵng đầu khách_sạn xếp phòng hài_lòng lắm mùi cạnh nhà_bếp ồn khách_sạn đổi phòng đẹp hài_lòng dịch_vụ tiện_ích khách_sạn,"[['ROOMS#COMFORT', 'neutral'], ['ROOMS#CLEANLINESS', 'negative'], ['ROOMS#DESIGN&FEATURES', 'neutral'], ['SERVICE#GENERAL', 'positive'], ['HOTEL#GENERAL', 'positive']]","['ROOMS#COMFORT', 'ROOMS#CLEANLINESS', 'ROOMS#DESIGN&FEATURES', 'SERVICE#GENERAL', 'HOTEL#GENERAL']","['neutral', 'negative', 'neutral', 'positive', 'positive']",-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-1.0,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#35,địa điem tiện_lợi hành_lang sảnh t rộng tiện_nghi phòng ổn hài_lòng voi múc giá nvien phuc vu an thân_thiện,"[['LOCATION#GENERAL', 'positive'], ['HOTEL#DESIGN&FEATURES', 'positive'], ['ROOMS#GENERAL', 'positive'], ['HOTEL#PRICES', 'positive'], ['SERVICE#GENERAL', 'negative']]","['LOCATION#GENERAL', 'HOTEL#DESIGN&FEATURES', 'ROOMS#GENERAL', 'HOTEL#PRICES', 'SERVICE#GENERAL']","['positive', 'positive', 'positive', 'positive', 'negative']",1.0,-0.5,1.0,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#36,sân xe bữa đa_dạng giá hợp_lý khách_sạn đẹp sân rộng xe giá_cả cực_kỳ hợp_lý ks lựa_chọn hợp_lý đi du_lịch công_tác,"[['HOTEL#DESIGN&FEATURES', 'positive'], ['DRINKS#STYLE&OPTIONS', 'positive'], ['HOTEL#PRICES', 'positive'], ['HOTEL#GENERAL', 'positive']]","['HOTEL#DESIGN&FEATURES', 'DRINKS#STYLE&OPTIONS', 'HOTEL#PRICES', 'HOTEL#GENERAL']","['positive', 'positive', 'positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#37,phong sach se tien nghi nhan vien than thien_gia dinh o rat thoai mai vui ve_khach san sach se tien nghi nhin kha hai long,"[['ROOMS#CLEANLINESS', 'positive'], ['ROOMS#COMFORT', 'positive'], ['SERVICE#GENERAL', 'positive'], ['HOTEL#COMFORT', 'positive'], ['HOTEL#CLEANLINESS', 'positive']]","['ROOMS#CLEANLINESS', 'ROOMS#COMFORT', 'SERVICE#GENERAL', 'HOTEL#COMFORT', 'HOTEL#CLEANLINESS']","['positive', 'positive', 'positive', 'positive', 'positive']",-0.5,-0.5,-0.5,1.0,1.0,1.0,-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#38,nhân_viên thưc ngon phòng rộng_rãi,"[['SERVICE#GENERAL', 'positive'], ['DRINKS#QUALITY', 'positive'], ['ROOMS#DESIGN&FEATURES', 'positive']]","['SERVICE#GENERAL', 'DRINKS#QUALITY', 'ROOMS#DESIGN&FEATURES']","['positive', 'positive', 'positive']",-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#39,phòng rộng sạch_sẽ nhân_viên thân_thiện trung_tâm lắm bờ biển chắn hàng_rào dự_án biển phòng rộng_rãi sạch_sẽ giá phòng mềm khuyên nhà_hàng hải_sản đg nguyễn_tất thành khu đấy biển chuyên du_lịch hải_sản rẻ ngon bờ sông hàn khu_vực quanh đg trần_hưng đạo,"[['ROOMS#DESIGN&FEATURES', 'positive'], ['ROOMS#CLEANLINESS', 'positive'], ['SERVICE#GENERAL', 'positive'], ['LOCATION#GENERAL', 'negative'], ['ROOMS#PRICES', 'positive']]","['ROOMS#DESIGN&FEATURES', 'ROOMS#CLEANLINESS', 'SERVICE#GENERAL', 'LOCATION#GENERAL', 'ROOMS#PRICES']","['positive', 'positive', 'positive', 'negative', 'positive']",-0.5,-0.5,-1.0,1.0,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#40,thuận_lợi kỳ nghỉ trải thoải_mái vui_vẻ hy_vọng kỳ nghỉ gia_đình khuyên tuyệt đn nghỉ_ngơi,"[['LOCATION#GENERAL', 'positive'], ['HOTEL#COMFORT', 'positive'], ['HOTEL#GENERAL', 'positive']]","['LOCATION#GENERAL', 'HOTEL#COMFORT', 'HOTEL#GENERAL']","['positive', 'positive', 'positive']",-0.5,1.0,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#41,ưu_điểm tệ phòng giao phòng tầng hầm ẩm_mốc hôi_hám hình đăng web a a đồng_ý tiếng đồng_ý đổi phòng hình đăng_ký web a a bù phòng đồng đêm,"[['HOTEL#GENERAL', 'negative'], ['SERVICE#GENERAL', 'negative'], ['ROOMS#CLEANLINESS', 'negative'], ['ROOMS#PRICES', 'negative']]","['HOTEL#GENERAL', 'SERVICE#GENERAL', 'ROOMS#CLEANLINESS', 'ROOMS#PRICES']","['negative', 'negative', 'negative', 'negative']",-0.5,-1.0,-0.5,-1.0,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#42,nội_thất cao_cấp giá hợp_lý view sân_bay nha trang đẹp đối_diện công_viên phù_đổng_tiện đi_lại tắm biển ăn_uống hơi bất_tiện chỗ xe kia đường dịp,"[['ROOMS#QUALITY', 'positive'], ['LOCATION#GENERAL', 'positive'], ['ROOMS#PRICES', 'positive'], ['HOTEL#GENERAL', 'positive'], ['HOTEL#DESIGN&FEATURES', 'negative']]","['ROOMS#QUALITY', 'LOCATION#GENERAL', 'ROOMS#PRICES', 'HOTEL#GENERAL', 'HOTEL#DESIGN&FEATURES']","['positive', 'positive', 'positive', 'positive', 'negative']",-1.0,1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#43,vi tri trung tam moi xay dung nen moi thu deu moi va sach se nhan vien nhiet tinh_vi tri trung tam moi xay dung nen moi thu deu moi va sach se nhan vien nhiet tinh,"[['LOCATION#GENERAL', 'positive'], ['HOTEL#CLEANLINESS', 'positive'], ['HOTEL#DESIGN&FEATURES', 'positive'], ['SERVICE#GENERAL', 'positive']]","['LOCATION#GENERAL', 'HOTEL#CLEANLINESS', 'HOTEL#DESIGN&FEATURES', 'SERVICE#GENERAL']","['positive', 'positive', 'positive', 'positive']",1.0,-0.5,1.0,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#44,dịch_vụ phòng giá ok,"[['ROOMS#GENERAL', 'positive'], ['ROOMS#PRICES', 'positive'], ['DRINKS#QUALITY', 'positive']]","['ROOMS#GENERAL', 'ROOMS#PRICES', 'DRINKS#QUALITY']","['positive', 'positive', 'positive']",-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,1.0,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#45,khách_sạn lavender nha trang hài_lòng dịch_vụ,"[['HOTEL#GENERAL', 'positive'], ['HOTEL#COMFORT', 'positive']]","['HOTEL#GENERAL', 'HOTEL#COMFORT']","['positive', 'positive']",-0.5,1.0,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#46,tuyệt_vời lưu_trú khách_sạn lavender nha_trang cám_ơn chudu phòng giúp khách_sạn lavender nha trang sạch_sẽ nhân_viên lịch_sự chuyên_nghiệp dịp nha_trang,"[['HOTEL#GENERAL', 'positive'], ['HOTEL#CLEANLINESS', 'positive'], ['SERVICE#GENERAL', 'positive']]","['HOTEL#GENERAL', 'HOTEL#CLEANLINESS', 'SERVICE#GENERAL']","['positive', 'positive', 'positive']",-0.5,1.0,-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#47,khách_sạn lavender nha trang dịch_vụ phòng giá ok,"[['ROOMS#GENERAL', 'positive'], ['ROOMS#PRICES', 'positive'], ['DRINKS#QUALITY', 'positive']]","['ROOMS#GENERAL', 'ROOMS#PRICES', 'DRINKS#QUALITY']","['positive', 'positive', 'positive']",-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,1.0,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#48,chất_lượng khách_sạn lavender nha trang tương_đối khách_sạn hẻm bất_tiện đi_lại gọi xe taxi diện_tích phòng,"[['HOTEL#QUALITY', 'positive'], ['LOCATION#GENERAL', 'negative'], ['ROOMS#DESIGN&FEATURES', 'negative']]","['HOTEL#QUALITY', 'LOCATION#GENERAL', 'ROOMS#DESIGN&FEATURES']","['positive', 'negative', 'negative']",-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#49,gia_đình nha_trang khách_sạn lavender nha trang hài_lòng phòng_ốc sạch_sẽ khách_sạn nhân_viên chuyên_nghiệp nhiệt_tình thân_thiện ngon đa_dạng thông_báo bộ_phận phòng khách_sạn nấu cháo xương bé khách_sạn linh_động nấu nồi cháo xương hầm rau củ ngon bé miễn_phí cám_ơn khách_sạn lavender cám_ơn chudu phòng giúp khách_sạn lavender nha_trang,"[['ROOMS#CLEANLINESS', 'positive'], ['SERVICE#GENERAL', 'positive'], ['DRINKS#QUALITY', 'positive'], ['DRINKS#STYLE&OPTIONS', 'positive'], ['HOTEL#GENERAL', 'positive']]","['ROOMS#CLEANLINESS', 'SERVICE#GENERAL', 'DRINKS#QUALITY', 'DRINKS#STYLE&OPTIONS', 'HOTEL#GENERAL']","['positive', 'positive', 'positive', 'positive', 'positive']",-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#50,khách_sạn lavender nha trang cải_tiến,"[['HOTEL#GENERAL', 'negative']]",['HOTEL#GENERAL'],['negative'],-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#51,khách_sạn lavender nha trang sạch nội_thất drap giường gối cao_cấp hài_lòng nhân_viên chudu giúp_đỡ phòng tiện tiền đi sân_bay giải_quyết linh_hoạt tôn_trọng khách_hàng khách_hàng phòng chudu,"[['HOTEL#DESIGN&FEATURES', 'positive'], ['HOTEL#CLEANLINESS', 'positive'], ['ROOM_AMENITIES#QUALITY', 'positive'], ['HOTEL#COMFORT', 'positive']]","['HOTEL#DESIGN&FEATURES', 'HOTEL#CLEANLINESS', 'ROOM_AMENITIES#QUALITY', 'HOTEL#COMFORT']","['positive', 'positive', 'positive', 'positive']",1.0,-0.5,-0.5,-0.5,1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#52,khách_sạn lavender nha trang hài_lòng,"[['HOTEL#GENERAL', 'positive'], ['HOTEL#COMFORT', 'positive']]","['HOTEL#GENERAL', 'HOTEL#COMFORT']","['positive', 'positive']",-0.5,1.0,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#53,kỳ nghỉ tuyệt_vời nha trang hài_lòng khách_sạn lavender nha trang đẹp biển phòng sạch_sẽ ấm_áp nhân_viên vui_vẻ bữa món,"[['HOTEL#COMFORT', 'positive'], ['LOCATION#GENERAL', 'positive'], ['ROOMS#CLEANLINESS', 'positive'], ['ROOMS#COMFORT', 'positive'], ['SERVICE#GENERAL', 'positive'], ['DRINKS#STYLE&OPTIONS', 'negative']]","['HOTEL#COMFORT', 'LOCATION#GENERAL', 'ROOMS#CLEANLINESS', 'ROOMS#COMFORT', 'SERVICE#GENERAL', 'DRINKS#STYLE&OPTIONS']","['positive', 'positive', 'positive', 'positive', 'positive', 'negative']",-0.5,-0.5,1.0,1.0,1.0,-0.5,-0.5,1.0,-0.5,1.0,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#54,ngày_đêm trú khách_sạn lavender nha trang thoái mái nha trang ghé khách_sạn lavender nha trang chúc khách_sạn kinh_doanh thành_công,"[['HOTEL#COMFORT', 'positive'], ['HOTEL#GENERAL', 'positive']]","['HOTEL#COMFORT', 'HOTEL#GENERAL']","['positive', 'positive']",-0.5,1.0,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#55,nhân_viên nhiệt_tình nội_thất đi biển tư_vấn_viên chudu phòng nhiệt_tình dich vụ chudu khách_sạn lavender nha_trang,"[['SERVICE#GENERAL', 'positive'], ['ROOM_AMENITIES#DESIGN&FEATURES', 'positive'], ['LOCATION#GENERAL', 'positive'], ['HOTEL#GENERAL', 'positive']]","['SERVICE#GENERAL', 'ROOM_AMENITIES#DESIGN&FEATURES', 'LOCATION#GENERAL', 'HOTEL#GENERAL']","['positive', 'positive', 'positive', 'positive']",-0.5,1.0,1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#56,khách_sạn lavender nha trang khách_sạn mới_tinh ngon nha trang,"[['HOTEL#GENERAL', 'positive'], ['HOTEL#DESIGN&FEATURES', 'positive'], ['DRINKS#QUALITY', 'positive']]","['HOTEL#GENERAL', 'HOTEL#DESIGN&FEATURES', 'DRINKS#QUALITY']","['positive', 'positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#57,khách_sạn không_gian đẹp nhân_viên khách_sạn phục_vụ nhiệt_tình giá_cả hợp_lý phòng_ốc hơi thoáng mát,"[['LOCATION#GENERAL', 'positive'], ['HOTEL#DESIGN&FEATURES', 'positive'], ['SERVICE#GENERAL', 'positive'], ['ROOMS#PRICES', 'positive'], ['ROOMS#DESIGN&FEATURES', 'negative'], ['ROOMS#COMFORT', 'negative']]","['LOCATION#GENERAL', 'HOTEL#DESIGN&FEATURES', 'SERVICE#GENERAL', 'ROOMS#PRICES', 'ROOMS#DESIGN&FEATURES', 'ROOMS#COMFORT']","['positive', 'positive', 'positive', 'positive', 'negative', 'negative']",1.0,-0.5,1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,1.0,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#58,chất_lượng phòng chất_lượng dịch_vụ tạm ổn giá_cả,"[['ROOMS#QUALITY', 'positive'], ['HOTEL#GENERAL', 'neutral'], ['HOTEL#PRICES', 'positive']]","['ROOMS#QUALITY', 'HOTEL#GENERAL', 'HOTEL#PRICES']","['positive', 'neutral', 'positive']",-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#59,khách_sạn nằm trung_tâm thành_phố khách_sạn vòng tuần_phòng sạch_sẽ dọn_dẹp chuyến đi du_lịch giá_cả hợp_lý chất_lượng phàn_nàn,"[['LOCATION#GENERAL', 'positive'], ['ROOMS#CLEANLINESS', 'positive'], ['HOTEL#PRICES', 'positive']]","['LOCATION#GENERAL', 'ROOMS#CLEANLINESS', 'HOTEL#PRICES']","['positive', 'positive', 'positive']",-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#60,hài_lòng khách_sạn phục_vụ giá_cả quan cảnh xung_quanh thoáng mát không_khí trong_lành dễ_chịu phòng hơi sạch_sẽ tiện_nghi phục_vụ nhân_viên vô_cùng niềm_nở tận_tình giá_cả hợp_lý đối_tượng,"[['SERVICE#GENERAL', 'positive'], ['HOTEL#PRICES', 'positive'], ['LOCATION#GENERAL', 'positive'], ['ROOMS#DESIGN&FEATURES', 'neutral'], ['ROOMS#CLEANLINESS', 'positive'], ['ROOMS#COMFORT', 'positive']]","['SERVICE#GENERAL', 'HOTEL#PRICES', 'LOCATION#GENERAL', 'ROOMS#DESIGN&FEATURES', 'ROOMS#CLEANLINESS', 'ROOMS#COMFORT']","['positive', 'positive', 'positive', 'neutral', 'positive', 'positive']",-0.5,-0.5,1.0,1.0,-0.5,-0.5,-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#61,diện_tích phòng khách_sạn lavender nha trang hẹp chuẩn lắm,"[['ROOMS#DESIGN&FEATURES', 'negative']]",['ROOMS#DESIGN&FEATURES'],['negative'],-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#62,khách_sạn lavender nha trang hơi nằm hẻm chỗ đậu xe_hơi tiện đi_lại nằm trung_tâm hơi khu tây ba_lô thuận_tiện ngủ khách_sạn nhân_viên thân_thiện bok phòng gia_đình cố_gắng sắp_xếp phòng cạnh,"[['HOTEL#DESIGN&FEATURES', 'neutral'], ['LOCATION#GENERAL', 'negative'], ['FACILITIES#GENERAL', 'negative'], ['SERVICE#GENERAL', 'positive']]","['HOTEL#DESIGN&FEATURES', 'LOCATION#GENERAL', 'FACILITIES#GENERAL', 'SERVICE#GENERAL']","['neutral', 'negative', 'negative', 'positive']",0.5,-0.5,-1.0,1.0,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#63,khách_sạn lavender nha trang công_trình xây_dựng ồn h đánh_thức công_trường hoạt_động gọi quầy lễ_tân nhân_viên vẻ khó_chịu mặc_dù lí_do khách_quan khách_sạn sạch_sẽ chudu,"[['HOTEL#MISCELLANEOUS', 'negative'], ['HOTEL#COMFORT', 'negative'], ['SERVICE#GENERAL', 'negative'], ['HOTEL#DESIGN&FEATURES', 'positive'], ['HOTEL#CLEANLINESS', 'positive']]","['HOTEL#MISCELLANEOUS', 'HOTEL#COMFORT', 'SERVICE#GENERAL', 'HOTEL#DESIGN&FEATURES', 'HOTEL#CLEANLINESS']","['negative', 'negative', 'negative', 'positive', 'positive']",1.0,-0.5,-0.5,-1.0,-1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#64,phòng khách_sạn lavender nha trang check in giáhi ks cẩn_thận gọi sẵn phòng lễ đông nhân_viên báo phòng nhân_viên lễ_tân thái_độ khó_chịu thèm trả_lời quản_lí xem_xét_lại phục_vụ chút ý_kiến đóng_góp phòng sạch_sẽ bufet chudu,"[['SERVICE#GENERAL', 'negative'], ['ROOMS#DESIGN&FEATURES', 'positive'], ['ROOMS#CLEANLINESS', 'positive'], ['DRINKS#QUALITY', 'positive']]","['SERVICE#GENERAL', 'ROOMS#DESIGN&FEATURES', 'ROOMS#CLEANLINESS', 'DRINKS#QUALITY']","['negative', 'positive', 'positive', 'positive']",-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
